Country Name,Country Code,Indicator Name,Value
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 25-29. Male,12.3
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,12.7
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 40-64. Female,11.4
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 40-64. Male,11.1
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 40-64. Total,11.3
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 60+. Female,10.4
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 60+. Male,10.5
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 60+. Total,10.5
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 65+. Female,10.2
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 65+. Male,10.4
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 65+. Total,10.3
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 80+. Female,8.9
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 80+. Male,9.6
Bulgaria,BGR,Wittgenstein Projection: Mean years of schooling. Age 80+. Total,9.1
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female,0.19
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,0.2
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,0.19
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female,0.26
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,0.18
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,0.22
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,0.04
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,0.5
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,0.58
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,0.54
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,0.61
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Male,0.64
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Total,0.63
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Female,0.07
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Male,0.07
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Total,0.07
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Female,0.32
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Male,0.28
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Total,0.3
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Female,0.12
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male,0.15
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Total,0.14
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female,0.15
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Male,0.06
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Total,0.1
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Female,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Male,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Total,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Female,0.71
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Male,0.77
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Total,0.74
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Female,0.08
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Male,0.1
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Total,0.09
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Female,0.33
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Male,0.2
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Total,0.26
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Male,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Total,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Female,0.58
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Male,0.69
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Total,0.63
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Female,0.11
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Male,0.13
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Total,0.12
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,0.31
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,0.2
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,0.25
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Female,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Male,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Total,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Female,0.55
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Male,0.64
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,0.6
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,0.17
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Male,0.17
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,0.17
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Female,0.28
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Male,0.2
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Total,0.25
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female,0.04
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Male,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Total,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Female,0.5
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Male,0.59
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total,0.54
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Female,0.1
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Male,0.12
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Total,0.11
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Female,0.39
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male,0.22
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Total,0.3
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female,0.5
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Male,0.65
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total,0.57
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Female,0.13
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Male,0.15
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Total,0.14
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Female,0.29
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Male,0.2
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Total,0.24
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Total,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female,0.54
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Male,0.62
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Total,0.57
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female,0.27
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Male,0.29
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total,0.28
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female,0.22
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Male,0.19
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total,0.21
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Female,0.06
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male,0.04
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Total,0.05
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Female,0.43
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Male,0.48
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total,0.45
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Female,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female,0.4
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male,0.43
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Total,0.41
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Male,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Total,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Female,0.13
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Male,0.17
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Total,0.14
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Female,0.15
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Male,0.1
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Total,0.13
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Female,0.28
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Male,0.28
Bulgaria,BGR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Total,0.28
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Female,0.16
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Male,0.17
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Total,0.16
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Female,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Total,0.01
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,0.23
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Male,0.15
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Total,0.19
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Female,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Male,0.02
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Total,0.03
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Female,0.43
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Male,0.49
Bulgaria,BGR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Total,0.46
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Female,0.97
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Male,1.36
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Total,2.32
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female,96.33
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Male,108.05
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total,204.38
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Female,0.3
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Male,0.95
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total,1.25
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Female,0.0
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Male,0.0
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Total,0.0
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Female,10.35
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Male,11.29
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Total,21.64
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female,49.95
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Male,46.44
Bulgaria,BGR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Total,96.39
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Female,0.09
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Male,0.49
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Total,0.58
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Female,18.82
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Male,24.71
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Total,43.54
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Female,0.23
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Male,0.57
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Total,0.8
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Female,22.58
Bulgaria,BGR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Male,9.41
