,Indicator Name,Country Name,Country Code,Value
330,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,18,18,18
331,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),18,18,18
332,"Barro-Lee: Population in thousands, age 15+, female",18,18,18
333,"Barro-Lee: Population in thousands, age 15+, total",18,18,18
334,"Barro-Lee: Population in thousands, age 15-19, female",18,18,18
335,"Barro-Lee: Population in thousands, age 15-19, total",18,18,18
336,"Barro-Lee: Population in thousands, age 20-24, female",18,18,18
337,"Barro-Lee: Population in thousands, age 20-24, total",18,18,18
338,"Barro-Lee: Population in thousands, age 25+, female",18,18,18
339,"Barro-Lee: Population in thousands, age 25+, total",18,18,18
340,"Barro-Lee: Population in thousands, age 25-29, female",18,18,18
341,"Barro-Lee: Population in thousands, age 25-29, total",18,18,18
342,"Barro-Lee: Population in thousands, age 30-34, female",18,18,18
343,"Barro-Lee: Population in thousands, age 30-34, total",18,18,18
344,"Barro-Lee: Population in thousands, age 35-39, female",18,18,18
345,"Barro-Lee: Population in thousands, age 35-39, total",18,18,18
346,"Barro-Lee: Population in thousands, age 40-44, female",18,18,18
347,"Barro-Lee: Population in thousands, age 40-44, total",18,18,18
348,"Barro-Lee: Population in thousands, age 45-49, female",18,18,18
349,"Barro-Lee: Population in thousands, age 45-49, total",18,18,18
350,"Barro-Lee: Population in thousands, age 50-54, female",18,18,18
351,"Barro-Lee: Population in thousands, age 50-54, total",18,18,18
352,"Barro-Lee: Population in thousands, age 55-59, female",18,18,18
353,"Barro-Lee: Population in thousands, age 55-59, total",18,18,18
354,"Barro-Lee: Population in thousands, age 60-64, female",18,18,18
355,"Barro-Lee: Population in thousands, age 60-64, total",18,18,18
356,"Barro-Lee: Population in thousands, age 65-69, female",18,18,18
357,"Barro-Lee: Population in thousands, age 65-69, total",18,18,18
358,"Barro-Lee: Population in thousands, age 70-74, female",18,18,18
359,"Barro-Lee: Population in thousands, age 70-74, total",18,18,18
360,"Barro-Lee: Population in thousands, age 75+, female",18,18,18
361,"Barro-Lee: Population in thousands, age 75+, total",18,18,18
362,Capital expenditure as % of total expenditure in public institutions (%),18,18,18
363,Capital expenditure as % of total expenditure in secondary public institutions (%),18,18,18
364,Current expenditure as % of total expenditure in public institutions (%),18,18,18
365,Current expenditure as % of total expenditure in secondary public institutions (%),18,18,18
366,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18,18,18
367,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),18,18,18
368,Duration of compulsory education (years),18,18,18
369,"Enrolment in early childhood education, both sexes (number)",18,18,18
370,"Enrolment in early childhood education, female (number)",18,18,18
371,"Enrolment in early childhood education, private institutions, both sexes (number)",18,18,18
372,"Enrolment in early childhood education, public institutions, both sexes (number)",18,18,18
373,"Enrolment in lower secondary education, both sexes (number)",18,18,18
374,"Enrolment in lower secondary education, female (number)",18,18,18
375,"Enrolment in lower secondary education, public institutions, both sexes (number)",18,18,18
376,"Enrolment in lower secondary education, public institutions, female (number)",18,18,18
377,"Enrolment in lower secondary general, both sexes (number)",18,18,18
378,"Enrolment in lower secondary general, female (number)",18,18,18
379,"Enrolment in post-secondary non-tertiary education, both sexes (number)",18,18,18
380,"Enrolment in post-secondary non-tertiary education, female (number)",18,18,18
381,"Enrolment in pre-primary education, both sexes (number)",18,18,18
382,"Enrolment in pre-primary education, female (number)",18,18,18
383,"Enrolment in pre-primary education, private institutions, both sexes (number)",18,18,18
384,"Enrolment in pre-primary education, private institutions, female (number)",18,18,18
385,"Enrolment in pre-primary education, public institutions, both sexes (number)",18,18,18
386,"Enrolment in pre-primary education, public institutions, female (number)",18,18,18
387,"Enrolment in primary education, both sexes (number)",18,18,18
388,"Enrolment in primary education, female (number)",18,18,18
389,"Enrolment in primary education, private institutions, both sexes (number)",18,18,18
390,"Enrolment in primary education, private institutions, female (number)",18,18,18
391,"Enrolment in primary education, public institutions, both sexes (number)",18,18,18
392,"Enrolment in primary education, public institutions, female (number)",18,18,18
393,"Enrolment in secondary education, both sexes (number)",18,18,18
394,"Enrolment in secondary education, female (number)",18,18,18
395,"Enrolment in secondary education, private institutions, both sexes (number)",18,18,18
396,"Enrolment in secondary education, public institutions, both sexes (number)",18,18,18
397,"Enrolment in secondary general, both sexes (number)",18,18,18
398,"Enrolment in secondary general, female (number)",18,18,18
399,"Enrolment in secondary vocational, both sexes (number)",18,18,18
400,"Enrolment in secondary vocational, female (number)",18,18,18
401,"Enrolment in tertiary education per 100,000 inhabitants, both sexes",18,18,18
402,"Enrolment in tertiary education per 100,000 inhabitants, female",18,18,18
403,"Enrolment in tertiary education per 100,000 inhabitants, male",18,18,18
404,"Enrolment in tertiary education, ISCED 5 programmes, both sexes (number)",18,18,18
405,"Enrolment in tertiary education, ISCED 5 programmes, female (number)",18,18,18
406,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",18,18,18
407,"Enrolment in tertiary education, ISCED 8 programmes, female (number)",18,18,18
408,"Enrolment in tertiary education, all programmes, both sexes (number)",18,18,18
409,"Enrolment in tertiary education, all programmes, female (number)",18,18,18
410,"Enrolment in upper secondary education, both sexes (number)",18,18,18
411,"Enrolment in upper secondary education, female (number)",18,18,18
412,"Enrolment in upper secondary education, private institutions, both sexes (number)",18,18,18
413,"Enrolment in upper secondary education, public institutions, both sexes (number)",18,18,18
414,"Enrolment in upper secondary general, both sexes (number)",18,18,18
415,"Enrolment in upper secondary general, female (number)",18,18,18
416,"Enrolment in upper secondary vocational, both sexes (number)",18,18,18
417,"Enrolment in upper secondary vocational, female (number)",18,18,18
418,Expenditure on education as % of total government expenditure (%),18,18,18
419,Expenditure on secondary as % of government expenditure on education (%),18,18,18
420,Expenditure on secondary as % of total government expenditure (%),18,18,18
421,Expenditure on tertiary as % of government expenditure on education (%),18,18,18
422,Expenditure on tertiary as % of total government expenditure (%),18,18,18
423,GDP at market prices (constant 2005 US$),18,18,18
424,GDP at market prices (current US$),18,18,18
425,GDP per capita (constant 2005 US$),18,18,18
426,GDP per capita (current US$),18,18,18
427,"GDP per capita, PPP (constant 2011 international $)",18,18,18
428,"GDP per capita, PPP (current international $)",18,18,18
429,"GDP, PPP (constant 2011 international $)",18,18,18
430,"GDP, PPP (current international $)",18,18,18
431,GNI (current US$),18,18,18
432,"GNI per capita, Atlas method (current US$)",18,18,18
433,"GNI per capita, PPP (current international $)",18,18,18
434,"GNI, PPP (current international $)",18,18,18
435,Government expenditure in educational institutions as % of GDP (%),18,18,18
436,Government expenditure in secondary institutions education as % of GDP (%),18,18,18
437,Government expenditure in tertiary institutions as % of GDP (%),18,18,18
438,Government expenditure on education as % of GDP (%),18,18,18
439,Government expenditure on secondary education as % of GDP (%),18,18,18
440,Government expenditure on tertiary education as % of GDP (%),18,18,18
441,Government expenditure per secondary student (PPP$),18,18,18
442,Government expenditure per secondary student (US$),18,18,18
443,Government expenditure per secondary student (constant PPP$),18,18,18
444,Government expenditure per secondary student (constant US$),18,18,18
445,Government expenditure per secondary student as % of GDP per capita (%),18,18,18
446,Government expenditure per tertiary student as % of GDP per capita (%),18,18,18
447,"Graduates from ISCED 5 programmes in tertiary education, both sexes (number)",18,18,18
448,"Graduates from ISCED 5 programmes in tertiary education, female (number)",18,18,18
449,"Graduates from ISCED 8 programmes in tertiary education, both sexes (number)",18,18,18
450,"Graduates from ISCED 8 programmes in tertiary education, female (number)",18,18,18
451,"Graduates from tertiary education, both sexes (number)",18,18,18
452,"Graduates from tertiary education, female (number)",18,18,18
453,"Gross enrolment ratio, lower secondary, both sexes (%)",18,18,18
454,"Gross enrolment ratio, lower secondary, female (%)",18,18,18
455,"Gross enrolment ratio, lower secondary, gender parity index (GPI)",18,18,18
456,"Gross enrolment ratio, lower secondary, male (%)",18,18,18
457,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",18,18,18
458,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",18,18,18
459,"Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)",18,18,18
460,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",18,18,18
461,"Gross enrolment ratio, pre-primary, both sexes (%)",18,18,18
462,"Gross enrolment ratio, pre-primary, female (%)",18,18,18
463,"Gross enrolment ratio, pre-primary, gender parity index (GPI)",18,18,18
464,"Gross enrolment ratio, pre-primary, male (%)",18,18,18
465,"Gross enrolment ratio, primary and lower secondary, both sexes (%)",18,18,18
466,"Gross enrolment ratio, primary and lower secondary, female (%)",18,18,18
467,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)",18,18,18
468,"Gross enrolment ratio, primary and lower secondary, male (%)",18,18,18
469,"Gross enrolment ratio, primary and secondary, both sexes (%)",18,18,18
470,"Gross enrolment ratio, primary and secondary, female (%)",18,18,18
471,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",18,18,18
472,"Gross enrolment ratio, primary and secondary, male (%)",18,18,18
473,"Gross enrolment ratio, primary to tertiary, both sexes (%)",18,18,18
474,"Gross enrolment ratio, primary to tertiary, female (%)",18,18,18
475,"Gross enrolment ratio, primary to tertiary, gender parity index (GPI)",18,18,18
476,"Gross enrolment ratio, primary to tertiary, male (%)",18,18,18
477,"Gross enrolment ratio, primary, both sexes (%)",18,18,18
478,"Gross enrolment ratio, primary, female (%)",18,18,18
479,"Gross enrolment ratio, primary, gender parity index (GPI)",18,18,18
480,"Gross enrolment ratio, primary, male (%)",18,18,18
481,"Gross enrolment ratio, secondary, both sexes (%)",18,18,18
482,"Gross enrolment ratio, secondary, female (%)",18,18,18
483,"Gross enrolment ratio, secondary, gender parity index (GPI)",18,18,18
484,"Gross enrolment ratio, secondary, male (%)",18,18,18
485,"Gross enrolment ratio, tertiary, both sexes (%)",18,18,18
486,"Gross enrolment ratio, tertiary, female (%)",18,18,18
487,"Gross enrolment ratio, tertiary, gender parity index (GPI)",18,18,18
488,"Gross enrolment ratio, tertiary, male (%)",18,18,18
489,"Gross enrolment ratio, upper secondary, both sexes (%)",18,18,18
490,"Gross enrolment ratio, upper secondary, female (%)",18,18,18
491,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",18,18,18
492,"Gross enrolment ratio, upper secondary, male (%)",18,18,18
493,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",18,18,18
494,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)",18,18,18
495,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)",18,18,18
496,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)",18,18,18
497,"Gross outbound enrolment ratio, all regions, both sexes (%)",18,18,18
498,"Inbound mobility rate, both sexes (%)",18,18,18
499,"Inbound mobility rate, female (%)",18,18,18
500,"Inbound mobility rate, male (%)",18,18,18
501,Internet users (per 100 people),18,18,18
502,Labor force with advanced education (% of total),18,18,18
503,"Labor force with advanced education, female (% of female labor force)",18,18,18
504,"Labor force with advanced education, male (% of male labor force)",18,18,18
505,Labor force with basic education (% of total),18,18,18
506,"Labor force with basic education, female (% of female labor force)",18,18,18
507,"Labor force with basic education, male (% of male labor force)",18,18,18
508,Labor force with intermediate education (% of total),18,18,18
509,"Labor force with intermediate education, female (% of female labor force)",18,18,18
510,"Labor force with intermediate education, male (% of male labor force)",18,18,18
511,"Labor force, female (% of total labor force)",18,18,18
512,"Labor force, total",18,18,18
513,"Mortality rate, under-5 (per 1,000)",18,18,18
514,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)",18,18,18
515,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)",18,18,18
516,Official entrance age to compulsory education (years),18,18,18
517,Official entrance age to lower secondary education (years),18,18,18
518,Official entrance age to post-secondary non-tertiary education (years),18,18,18
519,Official entrance age to pre-primary education (years),18,18,18
520,Official entrance age to primary education (years),18,18,18
521,Official entrance age to upper secondary education (years),18,18,18
522,"Outbound mobility ratio, all regions, both sexes (%)",18,18,18
523,PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,18,18,18
524,PISA: 15-year-olds by mathematics proficiency level (%). Level 1,18,18,18
525,PISA: 15-year-olds by mathematics proficiency level (%). Level 2,18,18,18
526,PISA: 15-year-olds by mathematics proficiency level (%). Level 3,18,18,18
527,PISA: 15-year-olds by mathematics proficiency level (%). Level 4,18,18,18
528,PISA: 15-year-olds by mathematics proficiency level (%). Level 5,18,18,18
529,PISA: 15-year-olds by mathematics proficiency level (%). Level 6,18,18,18
530,PISA: 15-year-olds by reading proficiency level (%). Below Level 1B,18,18,18
531,PISA: 15-year-olds by reading proficiency level (%). Level 1A,18,18,18
532,PISA: 15-year-olds by reading proficiency level (%). Level 1B,18,18,18
533,PISA: 15-year-olds by reading proficiency level (%). Level 2,18,18,18
534,PISA: 15-year-olds by reading proficiency level (%). Level 3,18,18,18
535,PISA: 15-year-olds by reading proficiency level (%). Level 4,18,18,18
536,PISA: 15-year-olds by reading proficiency level (%). Level 5,18,18,18
537,PISA: 15-year-olds by reading proficiency level (%). Level 6,18,18,18
538,PISA: 15-year-olds by science proficiency level (%). Below Level 1B,18,18,18
539,PISA: 15-year-olds by science proficiency level (%). Level 1A,18,18,18
540,PISA: 15-year-olds by science proficiency level (%). Level 1B,18,18,18
541,PISA: 15-year-olds by science proficiency level (%). Level 2,18,18,18
542,PISA: 15-year-olds by science proficiency level (%). Level 3,18,18,18
543,PISA: 15-year-olds by science proficiency level (%). Level 4,18,18,18
544,PISA: 15-year-olds by science proficiency level (%). Level 5,18,18,18
545,PISA: 15-year-olds by science proficiency level (%). Level 6,18,18,18
546,PISA: Distribution of Mathematics Scores: 10th Percentile Score,18,18,18
547,PISA: Distribution of Mathematics Scores: 25th Percentile Score,18,18,18
548,PISA: Distribution of Mathematics Scores: 50th Percentile Score,18,18,18
549,PISA: Distribution of Mathematics Scores: 5th Percentile Score,18,18,18
550,PISA: Distribution of Mathematics Scores: 75th Percentile Score,18,18,18
551,PISA: Distribution of Mathematics Scores: 90th Percentile Score,18,18,18
552,PISA: Distribution of Mathematics Scores: 95th Percentile Score,18,18,18
553,PISA: Distribution of Reading Scores: 10th Percentile Score,18,18,18
554,PISA: Distribution of Reading Scores: 25th Percentile Score,18,18,18
555,PISA: Distribution of Reading Scores: 50th Percentile Score,18,18,18
556,PISA: Distribution of Reading Scores: 5th Percentile Score,18,18,18
557,PISA: Distribution of Reading Scores: 75th Percentile Score,18,18,18
558,PISA: Distribution of Reading Scores: 90th Percentile Score,18,18,18
559,PISA: Distribution of Reading Scores: 95th Percentile Score,18,18,18
560,PISA: Distribution of Science Scores: 10th Percentile Score,18,18,18
561,PISA: Distribution of Science Scores: 25th Percentile Score,18,18,18
562,PISA: Distribution of Science Scores: 50th Percentile Score,18,18,18
563,PISA: Distribution of Science Scores: 5th Percentile Score,18,18,18
564,PISA: Distribution of Science Scores: 75th Percentile Score,18,18,18
565,PISA: Distribution of Science Scores: 90th Percentile Score,18,18,18
566,PISA: Distribution of Science Scores: 95th Percentile Score,18,18,18
567,PISA: Female 15-year-olds by mathematics proficiency level (%). Below Level 1,18,18,18
568,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1,18,18,18
569,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2,18,18,18
570,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3,18,18,18
571,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4,18,18,18
572,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 5,18,18,18
573,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 6,18,18,18
574,PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1B,18,18,18
575,PISA: Female 15-year-olds by reading proficiency level (%). Level 1A,18,18,18
576,PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,18,18,18
577,PISA: Female 15-year-olds by reading proficiency level (%). Level 2,18,18,18
578,PISA: Female 15-year-olds by reading proficiency level (%). Level 3,18,18,18
579,PISA: Female 15-year-olds by reading proficiency level (%). Level 4,18,18,18
580,PISA: Female 15-year-olds by reading proficiency level (%). Level 5,18,18,18
581,PISA: Female 15-year-olds by reading proficiency level (%). Level 6,18,18,18
582,PISA: Female 15-year-olds by science proficiency level (%). Below Level 1B,18,18,18
583,PISA: Female 15-year-olds by science proficiency level (%). Level 1A,18,18,18
584,PISA: Female 15-year-olds by science proficiency level (%). Level 1B,18,18,18
585,PISA: Female 15-year-olds by science proficiency level (%). Level 2,18,18,18
586,PISA: Female 15-year-olds by science proficiency level (%). Level 3,18,18,18
587,PISA: Female 15-year-olds by science proficiency level (%). Level 4,18,18,18
588,PISA: Female 15-year-olds by science proficiency level (%). Level 5,18,18,18
589,PISA: Female 15-year-olds by science proficiency level (%). Level 6,18,18,18
590,PISA: Male 15-year-olds by mathematics proficiency level (%). Below Level 1,18,18,18
591,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 1,18,18,18
592,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 2,18,18,18
593,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 3,18,18,18
594,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 4,18,18,18
595,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 5,18,18,18
596,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 6,18,18,18
597,PISA: Male 15-year-olds by reading proficiency level (%). Below Level 1B,18,18,18
598,PISA: Male 15-year-olds by reading proficiency level (%). Level 1A,18,18,18
599,PISA: Male 15-year-olds by reading proficiency level (%). Level 1B,18,18,18
600,PISA: Male 15-year-olds by reading proficiency level (%). Level 2,18,18,18
601,PISA: Male 15-year-olds by reading proficiency level (%). Level 3,18,18,18
602,PISA: Male 15-year-olds by reading proficiency level (%). Level 4,18,18,18
603,PISA: Male 15-year-olds by reading proficiency level (%). Level 5,18,18,18
604,PISA: Male 15-year-olds by reading proficiency level (%). Level 6,18,18,18
605,PISA: Male 15-year-olds by science proficiency level (%). Below Level 1B,18,18,18
606,PISA: Male 15-year-olds by science proficiency level (%). Level 1A,18,18,18
607,PISA: Male 15-year-olds by science proficiency level (%). Level 1B,18,18,18
608,PISA: Male 15-year-olds by science proficiency level (%). Level 2,18,18,18
609,PISA: Male 15-year-olds by science proficiency level (%). Level 3,18,18,18
610,PISA: Male 15-year-olds by science proficiency level (%). Level 4,18,18,18
611,PISA: Male 15-year-olds by science proficiency level (%). Level 5,18,18,18
612,PISA: Male 15-year-olds by science proficiency level (%). Level 6,18,18,18
613,PISA: Mean performance on the mathematics scale,18,18,18
614,PISA: Mean performance on the mathematics scale. Female,18,18,18
615,PISA: Mean performance on the mathematics scale. Male,18,18,18
616,PISA: Mean performance on the reading scale,18,18,18
617,PISA: Mean performance on the reading scale. Female,18,18,18
618,PISA: Mean performance on the reading scale. Male,18,18,18
619,PISA: Mean performance on the science scale,18,18,18
620,PISA: Mean performance on the science scale. Female,18,18,18
621,PISA: Mean performance on the science scale. Male,18,18,18
622,"Percentage of all inbound internationally mobile students in tertiary education in the host country who are female, (%)",18,18,18
623,"Percentage of all students in tertiary education enrolled in ISCED 5, both sexes (%)",18,18,18
624,"Percentage of all students in tertiary education enrolled in ISCED 8, both sexes (%)",18,18,18
625,Percentage of enrolment in early childhood education programmes in private institutions (%),18,18,18
626,Percentage of enrolment in pre-primary education in private institutions (%),18,18,18
627,Percentage of enrolment in primary education in private institutions (%),18,18,18
628,Percentage of enrolment in secondary education in private institutions (%),18,18,18
629,Percentage of enrolment in upper secondary education in private institutions (%),18,18,18
630,"Percentage of female graduates from tertiary education graduating from Agriculture programmes, female (%)",18,18,18
631,"Percentage of female graduates from tertiary education graduating from Education programmes, female (%)",18,18,18
632,"Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)",18,18,18
633,"Percentage of female graduates from tertiary education graduating from Health and Welfare programmes, female (%)",18,18,18
634,"Percentage of female graduates from tertiary education graduating from Humanities and Arts programmes, female (%)",18,18,18
635,"Percentage of female graduates from tertiary education graduating from Science programmes, female (%)",18,18,18
636,"Percentage of female graduates from tertiary education graduating from Services programmes, female (%)",18,18,18
637,"Percentage of female graduates from tertiary education graduating from Social Sciences, Business and Law programmes, female (%)",18,18,18
638,"Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)",18,18,18
639,"Percentage of female students in lower secondary education enrolled in general programmes, female (%)",18,18,18
640,"Percentage of female students in secondary education enrolled in general programmes, female (%)",18,18,18
641,"Percentage of female students in secondary education enrolled in vocational programmes, female (%)",18,18,18
642,"Percentage of female students in tertiary education enrolled in Agriculture programmes, female (%)",18,18,18
643,"Percentage of female students in tertiary education enrolled in Education programmes, female (%)",18,18,18
644,"Percentage of female students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, female (%)",18,18,18
645,"Percentage of female students in tertiary education enrolled in Health and Welfare programmes, female (%)",18,18,18
646,"Percentage of female students in tertiary education enrolled in Humanities and Arts programmes, female (%)",18,18,18
647,Percentage of female students in tertiary education enrolled in ISCED 5,18,18,18
648,Percentage of female students in tertiary education enrolled in ISCED 8,18,18,18
649,"Percentage of female students in tertiary education enrolled in Science programmes, female (%)",18,18,18
650,"Percentage of female students in tertiary education enrolled in Services programmes, female (%)",18,18,18
651,"Percentage of female students in tertiary education enrolled in Social Sciences, Business and Law programmes, female (%)",18,18,18
652,"Percentage of female students in tertiary education enrolled in programmes in unspecified fields, female (%)",18,18,18
653,"Percentage of female students in upper secondary education enrolled in general programmes, female (%)",18,18,18
654,"Percentage of female students in upper secondary education enrolled in vocational programmes, female (%)",18,18,18
655,Percentage of graduates from Agriculture programmes in tertiary education who are female (%),18,18,18
656,Percentage of graduates from Education programmes in tertiary education who are female (%),18,18,18
657,"Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",18,18,18
658,Percentage of graduates from Health and Welfare programmes in tertiary education who are female (%),18,18,18
659,Percentage of graduates from Humanities and Arts programmes in tertiary education who are female (%),18,18,18
660,Percentage of graduates from Science and Technology programmes in tertiary education who are female (%),18,18,18
661,Percentage of graduates from Science programmes in tertiary education who are female (%),18,18,18
662,Percentage of graduates from Services programmes in tertiary education who are female (%),18,18,18
663,"Percentage of graduates from Social Sciences, Business and Law programmes in tertiary education who are female (%)",18,18,18
664,Percentage of graduates from non-science and non-technology fields in tertiary education who are female (%),18,18,18
665,Percentage of graduates from tertiary ISCED 5 programmes who are female (%),18,18,18
666,Percentage of graduates from tertiary ISCED 8 programmes who are female (%),18,18,18
667,"Percentage of graduates from tertiary education graduating from Agriculture programmes, both sexes (%)",18,18,18
668,"Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)",18,18,18
669,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, both sexes (%)",18,18,18
670,"Percentage of graduates from tertiary education graduating from Health and Welfare programmes, both sexes (%)",18,18,18
671,"Percentage of graduates from tertiary education graduating from Humanities and Arts programmes, both sexes (%)",18,18,18
672,"Percentage of graduates from tertiary education graduating from Science programmes, both sexes (%)",18,18,18
673,"Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)",18,18,18
674,"Percentage of graduates from tertiary education graduating from Social Sciences, Business and Law programmes, both sexes (%)",18,18,18
675,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)",18,18,18
676,Percentage of graduates from tertiary education who are female (%),18,18,18
677,"Percentage of male graduates from tertiary education graduating from Agriculture programmes, male (%)",18,18,18
678,"Percentage of male graduates from tertiary education graduating from Education programmes, male (%)",18,18,18
679,"Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)",18,18,18
680,"Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, male (%)",18,18,18
681,"Percentage of male graduates from tertiary education graduating from Humanities and Arts programmes, male (%)",18,18,18
682,"Percentage of male graduates from tertiary education graduating from Science programmes, male (%)",18,18,18
683,"Percentage of male graduates from tertiary education graduating from Services programmes, male (%)",18,18,18
684,"Percentage of male graduates from tertiary education graduating from Social Sciences, Business and Law programmes, male (%)",18,18,18
685,"Percentage of male students in lower secondary education enrolled in general programmes, male (%)",18,18,18
686,"Percentage of male students in secondary education enrolled in general programmes, male (%)",18,18,18
687,"Percentage of male students in secondary education enrolled in vocational programmes, male (%)",18,18,18
688,"Percentage of male students in tertiary education enrolled in Agriculture programmes, male (%)",18,18,18
689,"Percentage of male students in tertiary education enrolled in Education programmes, male (%)",18,18,18
690,"Percentage of male students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, male (%)",18,18,18
691,"Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%)",18,18,18
692,"Percentage of male students in tertiary education enrolled in Humanities and Arts programmes, male (%)",18,18,18
693,Percentage of male students in tertiary education enrolled in ISCED 5,18,18,18
694,Percentage of male students in tertiary education enrolled in ISCED 8,18,18,18
695,"Percentage of male students in tertiary education enrolled in Science programmes, male (%)",18,18,18
696,"Percentage of male students in tertiary education enrolled in Services programmes, male (%)",18,18,18
697,"Percentage of male students in tertiary education enrolled in Social Sciences, Business and Law programmes, male (%)",18,18,18
698,"Percentage of male students in tertiary education enrolled in programmes in unspecified fields, male (%)",18,18,18
699,"Percentage of male students in upper secondary education enrolled in general programmes, male (%)",18,18,18
700,"Percentage of male students in upper secondary education enrolled in vocational programmes, male (%)",18,18,18
701,Percentage of students enrolled in Agriculture programmes in tertiary education who are female (%),18,18,18
702,Percentage of students enrolled in Education programmes in tertiary education who are female (%),18,18,18
703,"Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",18,18,18
704,Percentage of students enrolled in Health and Welfare programmes in tertiary education who are female (%),18,18,18
705,Percentage of students enrolled in Humanities and Arts programmes in tertiary education who are female (%),18,18,18
706,Percentage of students enrolled in Science programmes in tertiary education who are female (%),18,18,18
707,Percentage of students enrolled in Services programmes in tertiary education who are female (%),18,18,18
708,"Percentage of students enrolled in Social Sciences, Business and Law programmes in tertiary education who are female (%)",18,18,18
709,Percentage of students enrolled in programmes in unspecified fields in tertiary education who are female (%),18,18,18
710,Percentage of students in early childhood education who are female (%),18,18,18
711,"Percentage of students in lower secondary education enrolled in general programmes, both sexes (%)",18,18,18
712,Percentage of students in lower secondary education who are female (%),18,18,18
713,Percentage of students in lower secondary general education who are female (%),18,18,18
714,Percentage of students in post-secondary non-tertiary education who are female (%),18,18,18
715,Percentage of students in pre-primary education who are female (%),18,18,18
716,Percentage of students in primary education who are female (%),18,18,18
717,"Percentage of students in secondary education enrolled in general programmes, both sexes (%)",18,18,18
718,"Percentage of students in secondary education enrolled in vocational programmes, both sexes (%)",18,18,18
719,Percentage of students in secondary education who are female (%),18,18,18
720,Percentage of students in secondary general education who are female (%),18,18,18
721,Percentage of students in secondary vocational education who are female (%),18,18,18
722,Percentage of students in tertiary ISCED 5 programmes who are female (%),18,18,18
723,Percentage of students in tertiary ISCED 8 programmes who are female (%),18,18,18
724,"Percentage of students in tertiary education enrolled in Agriculture programmes, both sexes (%)",18,18,18
725,"Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)",18,18,18
726,"Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)",18,18,18
727,"Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)",18,18,18
728,"Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)",18,18,18
729,"Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)",18,18,18
730,"Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)",18,18,18
731,"Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)",18,18,18
732,"Percentage of students in tertiary education enrolled in programmes in unspecified fields, both sexes (%)",18,18,18
