,Indicator Name,Country Name,Country Code,Value
1204,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",Switzerland,1,1
1205,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",United Kingdom,1,1
1206,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Austria,1,1
1207,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Belgium,1,1
1208,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Bulgaria,1,1
1209,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Denmark,1,1
1210,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Finland,1,1
1211,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",France,1,1
1212,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Germany,1,1
1213,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Greece,1,1
1214,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Hungary,1,1
1215,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Ireland,1,1
1216,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Italy,1,1
1217,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Netherlands,1,1
1218,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Norway,1,1
1219,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Portugal,1,1
1220,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Spain,1,1
1221,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Sweden,1,1
1222,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",Switzerland,1,1
1223,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",United Kingdom,1,1
1224,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Austria,1,1
1225,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Belgium,1,1
1226,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Bulgaria,1,1
1227,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Denmark,1,1
1228,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Finland,1,1
1229,"Barro-Lee: Average years of tertiary schooling, age 25+, female",France,1,1
1230,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Germany,1,1
1231,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Greece,1,1
1232,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Hungary,1,1
1233,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Ireland,1,1
1234,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Italy,1,1
1235,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Netherlands,1,1
1236,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Norway,1,1
1237,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Portugal,1,1
1238,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Spain,1,1
1239,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Sweden,1,1
1240,"Barro-Lee: Average years of tertiary schooling, age 25+, female",Switzerland,1,1
1241,"Barro-Lee: Average years of tertiary schooling, age 25+, female",United Kingdom,1,1
1242,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Austria,1,1
1243,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Belgium,1,1
1244,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Bulgaria,1,1
1245,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Denmark,1,1
1246,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Finland,1,1
1247,"Barro-Lee: Average years of tertiary schooling, age 25+, total",France,1,1
1248,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Germany,1,1
1249,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Greece,1,1
1250,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Hungary,1,1
1251,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Ireland,1,1
1252,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Italy,1,1
1253,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Netherlands,1,1
1254,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Norway,1,1
1255,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Portugal,1,1
1256,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Spain,1,1
1257,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Sweden,1,1
1258,"Barro-Lee: Average years of tertiary schooling, age 25+, total",Switzerland,1,1
1259,"Barro-Lee: Average years of tertiary schooling, age 25+, total",United Kingdom,1,1
1260,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Austria,1,1
1261,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Belgium,1,1
1262,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Bulgaria,1,1
1263,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Denmark,1,1
1264,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Finland,1,1
1265,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",France,1,1
1266,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Germany,1,1
1267,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Greece,1,1
1268,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Hungary,1,1
1269,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Ireland,1,1
1270,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Italy,1,1
1271,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Netherlands,1,1
1272,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Norway,1,1
1273,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Portugal,1,1
1274,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Spain,1,1
1275,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Sweden,1,1
1276,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",Switzerland,1,1
1277,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",United Kingdom,1,1
1278,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Austria,1,1
1279,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Belgium,1,1
1280,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Bulgaria,1,1
1281,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Denmark,1,1
1282,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Finland,1,1
1283,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",France,1,1
1284,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Germany,1,1
1285,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Greece,1,1
1286,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Hungary,1,1
1287,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Ireland,1,1
1288,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Italy,1,1
1289,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Netherlands,1,1
1290,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Norway,1,1
1291,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Portugal,1,1
1292,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Spain,1,1
1293,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Sweden,1,1
1294,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",Switzerland,1,1
1295,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",United Kingdom,1,1
1296,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Austria,1,1
1297,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Belgium,1,1
1298,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Bulgaria,1,1
1299,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Denmark,1,1
1300,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Finland,1,1
1301,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",France,1,1
1302,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Germany,1,1
1303,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Greece,1,1
1304,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Hungary,1,1
1305,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Ireland,1,1
1306,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Italy,1,1
1307,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Netherlands,1,1
1308,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Norway,1,1
1309,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Portugal,1,1
1310,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Spain,1,1
1311,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Sweden,1,1
1312,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",Switzerland,1,1
1313,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",United Kingdom,1,1
1314,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Austria,1,1
1315,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Belgium,1,1
1316,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Bulgaria,1,1
1317,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Denmark,1,1
1318,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Finland,1,1
1319,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",France,1,1
1320,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Germany,1,1
1321,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Greece,1,1
1322,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Hungary,1,1
1323,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Ireland,1,1
1324,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Italy,1,1
1325,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Netherlands,1,1
1326,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Norway,1,1
1327,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Portugal,1,1
1328,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Spain,1,1
1329,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Sweden,1,1
1330,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",Switzerland,1,1
1331,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",United Kingdom,1,1
1332,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Austria,1,1
1333,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Belgium,1,1
1334,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Bulgaria,1,1
1335,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Denmark,1,1
1336,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Finland,1,1
1337,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",France,1,1
1338,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Germany,1,1
1339,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Greece,1,1
1340,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Hungary,1,1
1341,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Ireland,1,1
1342,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Italy,1,1
1343,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Netherlands,1,1
1344,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Norway,1,1
1345,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Portugal,1,1
1346,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Spain,1,1
1347,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Sweden,1,1
1348,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",Switzerland,1,1
1349,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",United Kingdom,1,1
1350,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Austria,1,1
1351,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Belgium,1,1
1352,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Bulgaria,1,1
1353,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Denmark,1,1
1354,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Finland,1,1
1355,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",France,1,1
1356,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Germany,1,1
1357,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Greece,1,1
1358,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Hungary,1,1
1359,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Ireland,1,1
1360,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Italy,1,1
1361,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Netherlands,1,1
1362,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Norway,1,1
1363,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Portugal,1,1
1364,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Spain,1,1
1365,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Sweden,1,1
1366,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",Switzerland,1,1
1367,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",United Kingdom,1,1
1368,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Austria,1,1
1369,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Belgium,1,1
1370,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Bulgaria,1,1
1371,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Denmark,1,1
1372,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Finland,1,1
1373,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",France,1,1
1374,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Germany,1,1
1375,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Greece,1,1
1376,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Hungary,1,1
1377,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Ireland,1,1
1378,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Italy,1,1
1379,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Netherlands,1,1
1380,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Norway,1,1
1381,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Portugal,1,1
1382,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Spain,1,1
1383,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Sweden,1,1
1384,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",Switzerland,1,1
1385,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",United Kingdom,1,1
1386,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Austria,1,1
1387,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Belgium,1,1
1388,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Bulgaria,1,1
1389,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Denmark,1,1
1390,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Finland,1,1
1391,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",France,1,1
1392,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Germany,1,1
1393,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Greece,1,1
1394,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Hungary,1,1
1395,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Ireland,1,1
1396,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Italy,1,1
1397,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Netherlands,1,1
1398,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Norway,1,1
1399,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Portugal,1,1
1400,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Spain,1,1
1401,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Sweden,1,1
1402,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",Switzerland,1,1
1403,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",United Kingdom,1,1
1404,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Austria,1,1
1405,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Belgium,1,1
1406,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Bulgaria,1,1
1407,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Denmark,1,1
1408,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Finland,1,1
1409,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",France,1,1
1410,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Germany,1,1
1411,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Greece,1,1
1412,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Hungary,1,1
1413,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Ireland,1,1
1414,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Italy,1,1
1415,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Netherlands,1,1
1416,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Norway,1,1
1417,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Portugal,1,1
1418,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Spain,1,1
1419,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Sweden,1,1
1420,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",Switzerland,1,1
1421,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",United Kingdom,1,1
1422,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Austria,1,1
1423,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Belgium,1,1
1424,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Bulgaria,1,1
1425,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Denmark,1,1
1426,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Finland,1,1
1427,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",France,1,1
1428,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Germany,1,1
1429,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Greece,1,1
1430,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Hungary,1,1
1431,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Ireland,1,1
1432,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Italy,1,1
1433,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Netherlands,1,1
1434,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Norway,1,1
1435,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Portugal,1,1
1436,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Spain,1,1
1437,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Sweden,1,1
1438,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",Switzerland,1,1
1439,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",United Kingdom,1,1
1440,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Austria,1,1
1441,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Belgium,1,1
1442,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Bulgaria,1,1
1443,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Denmark,1,1
1444,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Finland,1,1
1445,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",France,1,1
1446,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Germany,1,1
1447,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Greece,1,1
1448,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Hungary,1,1
1449,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Ireland,1,1
1450,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Italy,1,1
1451,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Netherlands,1,1
1452,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Norway,1,1
1453,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Portugal,1,1
1454,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Spain,1,1
1455,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Sweden,1,1
1456,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",Switzerland,1,1
1457,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",United Kingdom,1,1
1458,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Austria,1,1
1459,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Belgium,1,1
1460,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Bulgaria,1,1
1461,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Denmark,1,1
1462,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Finland,1,1
1463,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",France,1,1
1464,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Germany,1,1
1465,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Greece,1,1
1466,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Hungary,1,1
1467,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Ireland,1,1
1468,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Italy,1,1
1469,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Netherlands,1,1
1470,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Norway,1,1
1471,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Portugal,1,1
1472,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Spain,1,1
1473,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Sweden,1,1
1474,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",Switzerland,1,1
1475,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",United Kingdom,1,1
1476,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Austria,1,1
1477,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Belgium,1,1
1478,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Bulgaria,1,1
1479,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Denmark,1,1
1480,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Finland,1,1
1481,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",France,1,1
1482,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Germany,1,1
1483,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Greece,1,1
1484,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Hungary,1,1
1485,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Ireland,1,1
1486,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Italy,1,1
1487,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Netherlands,1,1
1488,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Norway,1,1
1489,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Portugal,1,1
1490,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Spain,1,1
1491,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Sweden,1,1
1492,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",Switzerland,1,1
1493,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",United Kingdom,1,1
1494,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Austria,1,1
1495,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Belgium,1,1
1496,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Bulgaria,1,1
1497,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Denmark,1,1
1498,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Finland,1,1
1499,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",France,1,1
1500,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Germany,1,1
1501,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Greece,1,1
1502,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Hungary,1,1
1503,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Ireland,1,1
1504,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Italy,1,1
1505,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Netherlands,1,1
1506,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Norway,1,1
1507,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Portugal,1,1
1508,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Spain,1,1
1509,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Sweden,1,1
1510,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",Switzerland,1,1
1511,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",United Kingdom,1,1
1512,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Austria,1,1
1513,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Belgium,1,1
1514,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Bulgaria,1,1
1515,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Denmark,1,1
1516,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Finland,1,1
1517,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",France,1,1
1518,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Germany,1,1
1519,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Greece,1,1
1520,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Hungary,1,1
1521,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Ireland,1,1
1522,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Italy,1,1
1523,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Netherlands,1,1
1524,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Norway,1,1
1525,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Portugal,1,1
1526,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Spain,1,1
1527,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Sweden,1,1
1528,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",Switzerland,1,1
1529,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",United Kingdom,1,1
1530,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Austria,1,1
1531,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Belgium,1,1
1532,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Bulgaria,1,1
1533,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Denmark,1,1
1534,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Finland,1,1
1535,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",France,1,1
1536,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Germany,1,1
1537,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Greece,1,1
1538,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Hungary,1,1
1539,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Ireland,1,1
1540,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Italy,1,1
1541,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Netherlands,1,1
1542,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Norway,1,1
1543,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Portugal,1,1
1544,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Spain,1,1
1545,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Sweden,1,1
1546,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",Switzerland,1,1
